pattern	file	line	text
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/android/launcher3/CellLayout.java	1964	} else if (i2 == R.id.action_set_default_home_page) {
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/android/launcher3/DeviceProfile.java	872	this.cellLayoutPaddingLeftRightPx = resources.getDimensionPixelOffset(R.dimen.ms_default_home_screen_padding);
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/android/launcher3/Launcher.java	3336	boolean z3 = z2 && isInState(LauncherState.NORMAL) && !workspaceOnDefaultHomePage() && AbstractFloatingView.getOpenView(this, 131071) == null;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/android/launcher3/Launcher.java	3353	if (isInState(LauncherState.NORMAL) && workspaceOnDefaultHomePage() && (dragLayer = this.mDragLayer) != null && dragLayer.getGestureActionHandler() != null) {
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/android/launcher3/Launcher.java	4189	public boolean workspaceOnDefaultHomePage() {
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/microsoft/bsearchsdk/R$dimen.java	749	public static final int setting_showmore_homesettings_padding_left = 2131166546;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/LauncherActivity.java	3578	if ((z5 && isInState(LauncherState.NORMAL) && !workspaceOnDefaultHomePage() && AbstractFloatingView.getOpenView(this, 131071) == null) && !this.mWorkspace.isTouchActive()) {
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/LauncherActivity.java	4744	public boolean workspaceOnDefaultHomePage() {
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/LauncherActivity.java	4745	return super.workspaceOnDefaultHomePage() || (isOverlayOpen() && getDefaultScreenId() == -202);
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/R.java	3787	public static final int ms_default_home_screen_padding = 0x7f0703ab;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/R.java	4209	public static final int setting_showmore_homesettings_padding = 0x7f070551;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/R.java	4210	public static final int setting_showmore_homesettings_padding_left = 0x7f070552;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/R.java	8060	public static final int action_set_default_home_page = 0x7f090084;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/R.java	15928	public static final int HomeSettingsTheme = 0x7f1201bd;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/common/R.java	2435	public static final int setting_showmore_homesettings_padding_left = 0x7f070552;
settings:defaultHome	decompiled/jadx/microsoft-launcher/sources/com/microsoft/launcher/overview/OverviewPanel.java	550	TelemetryManager.a.f("Home", "Overview", "", "Click", "SetNewDefaultHomeScreenPage");
