root,path,line,pattern,class,excerpt
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/Documentation/futex-requeue-pi.txt,66,FUTEX_WAIT_REQUEUE_PI,uapi_or_documentation,futex_wait_requeue_pi(cond->__data.__futex);
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/Documentation/futex-requeue-pi.txt,77,FUTEX_REQUEUE_PI,uapi_or_documentation,"futex_requeue_pi(cond->data.__futex, cond->mutex);"
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/Documentation/futex-requeue-pi.txt,101,FUTEX_CMP_REQUEUE_PI,uapi_or_documentation,requeue_pi: FUTEX_WAIT_REQUEUE_PI and FUTEX_CMP_REQUEUE_PI.
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/Documentation/futex-requeue-pi.txt,103,FUTEX_WAIT_REQUEUE_PI,uapi_or_documentation,FUTEX_WAIT_REQUEUE_PI is called by the waiter (pthread_cond_wait()
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/Documentation/futex-requeue-pi.txt,110,FUTEX_CMP_REQUEUE_PI,uapi_or_documentation,FUTEX_CMP_REQUEUE_PI is called by the waker
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/Documentation/futex-requeue-pi.txt,123,FUTEX_CMP_REQUEUE_PI,uapi_or_documentation,"FUTEX_CMP_REQUEUE_PI accepts nr_wake and nr_requeue as arguments, but"
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/Documentation/futex-requeue-pi.txt,129,FUTEX_CMP_REQUEUE_PI,uapi_or_documentation,mutex prior to making the call. FUTEX_CMP_REQUEUE_PI requires that
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,1783,FUTEX_CMP_REQUEUE_PI,kernel_implementation,* FUTEX_WAIT_REQEUE_PI and FUTEX_CMP_REQUEUE_PI should always
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,1903,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,* state is implicit in the state of woken task (see futex_wait_requeue_pi() for
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,2655,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,* futex_wait_requeue_pi() - Wait on uaddr and take uaddr2
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,2694,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,"static int futex_wait_requeue_pi(u32 __user *uaddr, unsigned int flags,"
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,3084,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,if (cmd != FUTEX_WAIT_BITSET && cmd != FUTEX_WAIT_REQUEUE_PI)
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,3092,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,case FUTEX_WAIT_REQUEUE_PI:
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,3093,FUTEX_CMP_REQUEUE_PI,kernel_implementation,case FUTEX_CMP_REQUEUE_PI:
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,3119,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,case FUTEX_WAIT_REQUEUE_PI:
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,3121,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,"return futex_wait_requeue_pi(uaddr, flags, val, timeout, val3,"
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,3123,FUTEX_CMP_REQUEUE_PI,kernel_implementation,case FUTEX_CMP_REQUEUE_PI:
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,3141,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,cmd == FUTEX_WAIT_REQUEUE_PI)) {
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex.c,3159,FUTEX_CMP_REQUEUE_PI,kernel_implementation,cmd == FUTEX_CMP_REQUEUE_PI || cmd == FUTEX_WAKE_OP)
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex_compat.c,185,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,cmd == FUTEX_WAIT_REQUEUE_PI)) {
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/futex_compat.c,197,FUTEX_CMP_REQUEUE_PI,kernel_implementation,cmd == FUTEX_CMP_REQUEUE_PI || cmd == FUTEX_WAKE_OP)
firmware/extracted/PS7331-SOURCE-20250617/fireos,kernel/goldfish/kernel/locking/rtmutex.c,1655,FUTEX_REQUEUE_PI,kernel_implementation,* Special API call for FUTEX_REQUEUE_PI support.
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/Documentation/futex-requeue-pi.txt,66,FUTEX_WAIT_REQUEUE_PI,uapi_or_documentation,futex_wait_requeue_pi(cond->__data.__futex);
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/Documentation/futex-requeue-pi.txt,77,FUTEX_REQUEUE_PI,uapi_or_documentation,"futex_requeue_pi(cond->data.__futex, cond->mutex);"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/Documentation/futex-requeue-pi.txt,101,FUTEX_CMP_REQUEUE_PI,uapi_or_documentation,requeue_pi: FUTEX_WAIT_REQUEUE_PI and FUTEX_CMP_REQUEUE_PI.
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/Documentation/futex-requeue-pi.txt,103,FUTEX_WAIT_REQUEUE_PI,uapi_or_documentation,FUTEX_WAIT_REQUEUE_PI is called by the waiter (pthread_cond_wait()
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/Documentation/futex-requeue-pi.txt,110,FUTEX_CMP_REQUEUE_PI,uapi_or_documentation,FUTEX_CMP_REQUEUE_PI is called by the waker
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/Documentation/futex-requeue-pi.txt,123,FUTEX_CMP_REQUEUE_PI,uapi_or_documentation,"FUTEX_CMP_REQUEUE_PI accepts nr_wake and nr_requeue as arguments, but"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/Documentation/futex-requeue-pi.txt,129,FUTEX_CMP_REQUEUE_PI,uapi_or_documentation,mutex prior to making the call. FUTEX_CMP_REQUEUE_PI requires that
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/include/linux/restart_block.h,20,FUTEX_WAIT_REQUEUE_PI,uapi_or_documentation,/* For futex_wait and futex_wait_requeue_pi */
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/include/uapi/linux/futex.h,21,FUTEX_WAIT_REQUEUE_PI,uapi_or_documentation,#define FUTEX_WAIT_REQUEUE_PI 11
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/include/uapi/linux/futex.h,22,FUTEX_CMP_REQUEUE_PI,uapi_or_documentation,#define FUTEX_CMP_REQUEUE_PI 12
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/include/uapi/linux/futex.h,38,FUTEX_WAIT_REQUEUE_PI,uapi_or_documentation,#define FUTEX_WAIT_REQUEUE_PI_PRIVATE (FUTEX_WAIT_REQUEUE_PI | \
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/include/uapi/linux/futex.h,40,FUTEX_CMP_REQUEUE_PI,uapi_or_documentation,#define FUTEX_CMP_REQUEUE_PI_PRIVATE (FUTEX_CMP_REQUEUE_PI | \
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,1909,FUTEX_CMP_REQUEUE_PI,kernel_implementation,* FUTEX_WAIT_REQEUE_PI and FUTEX_CMP_REQUEUE_PI should always
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,2029,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,* state is implicit in the state of woken task (see futex_wait_requeue_pi() for
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,2783,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,* futex_wait_requeue_pi() - Wait on uaddr and take uaddr2
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,2822,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,"static int futex_wait_requeue_pi(u32 __user *uaddr, unsigned int flags,"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,3212,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,if (cmd != FUTEX_WAIT_BITSET && cmd != FUTEX_WAIT_REQUEUE_PI)
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,3220,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,case FUTEX_WAIT_REQUEUE_PI:
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,3221,FUTEX_CMP_REQUEUE_PI,kernel_implementation,case FUTEX_CMP_REQUEUE_PI:
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,3247,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,case FUTEX_WAIT_REQUEUE_PI:
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,3249,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,"return futex_wait_requeue_pi(uaddr, flags, val, timeout, val3,"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,3251,FUTEX_CMP_REQUEUE_PI,kernel_implementation,case FUTEX_CMP_REQUEUE_PI:
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,3269,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,cmd == FUTEX_WAIT_REQUEUE_PI)) {
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex.c,3287,FUTEX_CMP_REQUEUE_PI,kernel_implementation,cmd == FUTEX_CMP_REQUEUE_PI || cmd == FUTEX_WAKE_OP)
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex_compat.c,185,FUTEX_WAIT_REQUEUE_PI,kernel_implementation,cmd == FUTEX_WAIT_REQUEUE_PI)) {
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/futex_compat.c,197,FUTEX_CMP_REQUEUE_PI,kernel_implementation,cmd == FUTEX_CMP_REQUEUE_PI || cmd == FUTEX_WAKE_OP)
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/kernel/locking/rtmutex.c,1655,FUTEX_REQUEUE_PI,kernel_implementation,* Special API call for FUTEX_REQUEUE_PI support.
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/Makefile,9,FUTEX_REQUEUE_PI,selftest,futex_requeue_pi \
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/Makefile,10,FUTEX_REQUEUE_PI,selftest,futex_requeue_pi_signal_restart \
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/Makefile,11,FUTEX_REQUEUE_PI,selftest,futex_requeue_pi_mismatched_ops \
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi.c,124,FUTEX_WAIT_REQUEUE_PI,selftest,"info(""Calling futex_wait_requeue_pi: %p (%u) -> %p\n"","
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi.c,126,FUTEX_WAIT_REQUEUE_PI,selftest,"args->ret = futex_wait_requeue_pi(&f1, old_val, &f2, args->timeout,"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi.c,137,FUTEX_WAIT_REQUEUE_PI,selftest,"error(""futex_wait_requeue_pi\n"", errno);"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi.c,168,FUTEX_CMP_REQUEUE_PI,selftest,"args->ret = futex_cmp_requeue_pi(&f1, old_val, &f2, nr_wake, nr_requeue,"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi.c,172,FUTEX_CMP_REQUEUE_PI,selftest,"error(""FUTEX_CMP_REQUEUE_PI failed\n"", errno);"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi.c,220,FUTEX_CMP_REQUEUE_PI,selftest,"args->ret = futex_cmp_requeue_pi(&f1, old_val, &f2,"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi.c,233,FUTEX_CMP_REQUEUE_PI,selftest,"error(""FUTEX_CMP_REQUEUE_PI failed\n"", errno);"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_mismatched_ops.c,12,FUTEX_CMP_REQUEUE_PI,selftest,* 2. Attempt to use FUTEX_CMP_REQUEUE_PI on the futex from 1.
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_mismatched_ops.c,96,FUTEX_CMP_REQUEUE_PI,selftest,"ret = futex_cmp_requeue_pi(&f1, f1, &f2, 1, 0, FUTEX_PRIVATE_FLAG);"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_mismatched_ops.c,115,FUTEX_CMP_REQUEUE_PI,selftest,"error(""futex_cmp_requeue_pi\n"", errno);"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_mismatched_ops.c,119,FUTEX_CMP_REQUEUE_PI,selftest,"fail(""futex_cmp_requeue_pi failed to detect the mismatch\n"");"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_mismatched_ops.c,122,FUTEX_CMP_REQUEUE_PI,selftest,"error(""futex_cmp_requeue_pi found no waiters\n"", 0);"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_signal_restart.c,11,FUTEX_WAIT_REQUEUE_PI,selftest,* This test exercises the futex_wait_requeue_pi() signal handling both
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_signal_restart.c,105,FUTEX_WAIT_REQUEUE_PI,selftest,"res = futex_wait_requeue_pi(&f1, old_val, &(f2), NULL,"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_signal_restart.c,108,FUTEX_WAIT_REQUEUE_PI,selftest,"fail(""unexpected return from futex_wait_requeue_pi: %d (%s)\n"","
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_signal_restart.c,174,FUTEX_WAIT_REQUEUE_PI,selftest,* restart futex_wait_requeue_pi() in the kernel. Wait for the
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_signal_restart.c,181,FUTEX_CMP_REQUEUE_PI,selftest,"info(""Requeueing waiter via FUTEX_CMP_REQUEUE_PI\n"");"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_signal_restart.c,183,FUTEX_CMP_REQUEUE_PI,selftest,"res = futex_cmp_requeue_pi(&f1, old_val, &(f2), 1, 0,"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_signal_restart.c,195,FUTEX_CMP_REQUEUE_PI,selftest,"error(""FUTEX_CMP_REQUEUE_PI failed\n"", errno);"
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/futex_requeue_pi_signal_restart.c,204,FUTEX_WAIT_REQUEUE_PI,selftest,* futex_wait_requeue_pi() with EWOULDBLOCK. Join the thread here so the
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,41,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,42,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,43,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -l
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,44,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -o
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,45,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -l
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,46,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -o
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,48,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -l -t 5000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,49,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -l -t 5000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,50,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -l -t 500000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,51,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -l -t 500000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,52,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -b -t 5000
firmware/extracted/PS7331-SOURCE-20250617/platform,kernel/mediatek/4.4/tools/testing/selftests/futex/functional/run.sh,53,FUTEX_REQUEUE_PI,selftest,./futex_requeue_pi $COLOR -t 5000
